,umaban,horse_weight,zougen,age,weight,jockey,male,female,gelding,distance,frame_num,condition,past1_result,past2_result,past3_result,total_game,win1,win2,win3
importance,0.0778248238605335,0.07777627492009674,0.06404242373299353,0.03854321465924708,0.034073560047049055,0.16504335254733402,0.010978704538983395,0.010051738422670748,0.003941936501127379,0.04544784007047035,0.05518358131575187,0.016384670495899485,0.06716744752603616,0.05506898036480825,0.05390194814497575,0.06809455772291599,0.054478360512596184,0.05968962944708739,0.04230695516942303
